CLIENT,CLIENT NAME,PRODUCT,RELEASE NAME,ISCI/AD-ID,DURATION,CNTRY,RANK,DMA,DMA CODE,STATION,STATION NAME,AFFILIATION,DATE AIRED,DAY OF WEEK,DAYPART,AIR START TIME,AIR END TIME,PROGRAM NAME,ENCODE DATE,ENCODE TIME,REL TYPE,IDENTIFIER 1,IDENTIFIER 2,IDENTIFIER 3,SID,DISCID,AUD SOURCE,HH IMP,HH RATING,P2+ IMP,P2+ RATING,WORKING WOM IMP,WORKING WOM RATING,C 2-11 IMP,C 2-11 RATING,C 6-11 IMP,C 6-11 RATING,TEEN IMP,TEEN RATING,M TEEN IMP,M TEEN RATING,F TEEN IMP,F TEEN RATING,W 18+ IMP,W 18+ RATING,W 18-34 IMP,W 18-34 RATING,W 18-49 IMP,W 18-49 RATING,W 25-54 IMP,W 25-54 RATING,W 35+ IMP,W 35+ RATING,W 55+ IMP,W 55+ RATING,M 18+ IMP,M 18+ RATING,M 18-34 IMP,M 18-34 RATING,M 18-49 IMP,M 18-49 RATING,M 25-54 IMP,M 25-54 RATING,M 35+ IMP,M 35+ RATING,M 55+ IMP,M 55+ RATING,A 18+ IMP,A 18+ RATING,A 18-34 IMP,A 18-34 RATING,A 18-49 IMP,A 18-49 RATING,A 25-54 IMP,A 25-54 RATING,A 35+ IMP,A 35+ RATING,A 55+ IMP,A 55+ RATING,$$$
C786,CADENT                   ,Pizza Hut                ,799 Large 2 Top Always             ,4051MC3168               ,15,USA,0,                         ,0,LAF     ,LAFF                     ,CBL  ,6/25/2018,MO,EF,17:42:52,17:43:06,THE DREW CAREY SHOW                ,7/7/1978,1:34:02,CML  ,1,                         ,                         ,1329,42063,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,799 Large 2 Top Always             ,4051MC3168               ,15,USA,0,                         ,0,LAF     ,LAFF                     ,CBL  ,6/25/2018,MO,EF,18:26:47,18:27:01,THE DREW CAREY SHOW                ,7/7/1978,1:34:03,CML  ,1,                         ,                         ,1329,42063,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,799 Large 2 Top Always             ,4051MC3168               ,15,USA,0,                         ,0,LAF     ,LAFF                     ,CBL  ,6/25/2018,MO,EF,19:14:26,19:14:40,THAT '70S SHOW                     ,7/7/1978,1:34:02,CML  ,1,                         ,                         ,1329,42063,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,799 Large 2 Top Always             ,4051MC3168               ,15,USA,0,                         ,0,LAF     ,LAFF                     ,CBL  ,6/25/2018,MO,EF,19:45:24,19:45:38,THAT '70S SHOW                     ,7/7/1978,1:34:02,CML  ,1,                         ,                         ,1329,42063,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,799 Large 2 Top Always             ,4143MC3168H              ,15,USA,1,NEW YORK                 ,501,ENBC    ,WNBC 4.2                 ,COZ  ,6/25/2018,MO,EF,17:18:20,17:18:36,LITTLE HOUSE ON THE PRAIRIE        ,7/7/1978,3:29:02,CML  ,1,                         ,                         ,1329,16860,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,799 Large 2 Top Always             ,4143MC3168H              ,15,USA,1,NEW YORK                 ,501,ENBC    ,WNBC 4.2                 ,COZ  ,6/25/2018,MO,EF,17:51:46,17:52:00,LITTLE HOUSE ON THE PRAIRIE        ,7/7/1978,3:29:02,CML  ,1,                         ,                         ,1329,16860,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,799 Large 2 Top Always             ,4143MC3168H              ,15,USA,1,NEW YORK                 ,501,ENBC    ,WNBC 4.2                 ,COZ  ,6/25/2018,MO,EF,18:23:17,18:23:32,LITTLE HOUSE ON THE PRAIRIE        ,7/7/1978,3:29:02,CML  ,1,                         ,                         ,1329,16860,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,799 Large 2 Top Always             ,4143MC3168H              ,15,USA,1,NEW YORK                 ,501,ENBC    ,WNBC 4.2                 ,COZ  ,6/25/2018,MO,EF,18:36:21,18:36:35,LITTLE HOUSE ON THE PRAIRIE        ,7/7/1978,3:29:02,CML  ,1,                         ,                         ,1329,16860,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,799 Large 2 Top Always             ,4143MC3168H              ,15,USA,1,NEW YORK                 ,501,ENBC    ,WNBC 4.2                 ,COZ  ,6/25/2018,MO,EF,19:30:17,19:30:33,LITTLE HOUSE ON THE PRAIRIE        ,7/7/1978,3:29:02,CML  ,1,                         ,                         ,1329,16860,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,799 Large 2 Top Always             ,4143MC3168H              ,15,USA,1,NEW YORK                 ,501,ENBC    ,WNBC 4.2                 ,COZ  ,6/25/2018,MO,EF,19:53:52,19:54:06,LITTLE HOUSE ON THE PRAIRIE        ,7/7/1978,3:29:02,CML  ,1,                         ,                         ,1329,16860,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,799 Large 2 Top Always             ,4051MC3168               ,15,USA,1,NEW YORK                 ,501,GABC    ,WABC-TV 7.3              ,LAF  ,6/25/2018,MO,EF,16:05:13,16:05:27,MIRROR/MIRROR                      ,7/7/1978,1:34:02,CML  ,1,                         ,                         ,1329,20371,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,799 Large 2 Top Always             ,4051MC3168               ,15,USA,1,NEW YORK                 ,501,GABC    ,WABC-TV 7.3              ,LAF  ,6/25/2018,MO,EF,16:58:13,16:58:26,MIRROR/MIRROR                      ,7/7/1978,1:34:02,CML  ,1,                         ,                         ,1329,20371,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,799 Large 2 Top Always             ,4051MC3168               ,15,USA,1,NEW YORK                 ,501,GABC    ,WABC-TV 7.3              ,LAF  ,6/25/2018,MO,EF,17:43:00,17:43:13,MY FAMILY RECIPE ROCKS!            ,7/7/1978,1:34:02,CML  ,1,                         ,                         ,1329,20371,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,799 Large 2 Top Always             ,4051MC3168               ,15,USA,1,NEW YORK                 ,501,GABC    ,WABC-TV 7.3              ,LAF  ,6/25/2018,MO,EF,18:26:55,18:27:08,PAID PROGRAM                       ,7/7/1978,1:34:02,CML  ,1,                         ,                         ,1329,20371,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,799 Large 2 Top Always             ,4051MC3168               ,15,USA,1,NEW YORK                 ,501,GABC    ,WABC-TV 7.3              ,LAF  ,6/25/2018,MO,EF,19:14:33,19:14:48,THE BALANCING ACT                  ,7/7/1978,1:34:02,CML  ,1,                         ,                         ,1329,20371,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,799 Large 2 Top Always             ,4051MC3168               ,15,USA,1,NEW YORK                 ,501,GABC    ,WABC-TV 7.3              ,LAF  ,6/25/2018,MO,EF,19:45:31,19:45:45,HOME WITH LISA QUINN               ,7/7/1978,1:34:02,CML  ,1,                         ,                         ,1329,20371,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,799 Large 2 Top Always             ,4051MC3168               ,15,USA,1,NEW YORK                 ,501,HJLP    ,WJLP 33.2                ,LAF  ,6/25/2018,MO,EF,16:05:11,16:05:25,NIGHT COURT                        ,7/7/1978,1:34:03,CML  ,1,                         ,                         ,1329,38992,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,799 Large 2 Top Always             ,4051MC3168               ,15,USA,1,NEW YORK                 ,501,HJLP    ,WJLP 33.2                ,LAF  ,6/25/2018,MO,EF,16:58:14,16:58:28,NIGHT COURT                        ,7/7/1978,1:34:02,CML  ,1,                         ,                         ,1329,38992,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,799 Large 2 Top Always             ,4051MC3168               ,15,USA,1,NEW YORK                 ,501,HJLP    ,WJLP 33.2                ,LAF  ,6/25/2018,MO,EF,17:43:00,17:43:14,THE DREW CAREY SHOW                ,7/7/1978,1:34:02,CML  ,1,                         ,                         ,1329,38992,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,799 Large 2 Top Always             ,4051MC3168               ,15,USA,1,NEW YORK                 ,501,HJLP    ,WJLP 33.2                ,LAF  ,6/25/2018,MO,EF,18:26:53,18:27:07,THE DREW CAREY SHOW                ,7/7/1978,1:34:02,CML  ,1,                         ,                         ,1329,38992,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,799 Large 2 Top Always             ,4051MC3168               ,15,USA,1,NEW YORK                 ,501,HJLP    ,WJLP 33.2                ,LAF  ,6/25/2018,MO,EF,19:14:36,19:14:50,THAT '70S SHOW                     ,7/7/1978,1:34:03,CML  ,1,                         ,                         ,1329,38992,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,799 Large 2 Top Always             ,4051MC3168               ,15,USA,1,NEW YORK                 ,501,HJLP    ,WJLP 33.2                ,LAF  ,6/25/2018,MO,EF,19:45:33,19:45:47,THAT '70S SHOW                     ,7/7/1978,1:34:02,CML  ,1,                         ,                         ,1329,38992,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
C786,CADENT                   ,Pizza Hut                ,799 Large 2 Top Always             ,4049MC3168H              ,15,USA,2,LOS ANGELES              ,803,NMEX    ,KMEX-DT 34.3             ,BOU  ,6/25/2018,MO,DT,13:30:33,13:30:48,MENACE II SOCIETY                  ,7/7/1978,1:35:32,CML  ,1,                         ,                         ,1329,41477,               ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,        ,     ,
